Reporting Customer,Parent Customer/Project: Company Name,Customer,Transaction Type,Document Number,P.O. No.,Date,Due Date,Age,Bucket,Amount (Gross),Open Balance,Gross vs Amt Due,Email,Email 2,Sales Channel: Name,Memo,Terms: Name,Sales Rep: Name,Transaction Reason,Channel Clean,Snapshot Date
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133750 Whole Foods Market PN: Bend BND,Invoice [AR INVOICE],INV847073,165494976,2026-06-30,2026-08-14,-32,Current,70.74,70.74,0.0,Product.AP@wholefoods.com,gretchen.smith@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133750 Whole Foods Market PN: Bend BND,Invoice [AR INVOICE],INV847357,165726965,2026-07-06,2026-08-20,-38,Current,200.16,200.16,0.0,Product.AP@wholefoods.com,gretchen.smith@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV827544,306344573,2025-12-03,2026-01-17,177,91+,143.55,143.55,0.0,karen.bie@wholefoods.com,,Grocery Direct,POET Void fill,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV846022,165135380,2026-06-18,2026-08-02,-20,Current,867.36,867.36,0.0,karen.bie@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV846701,165271385,2026-06-25,2026-08-09,-27,Current,66.72,66.72,0.0,karen.bie@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV847029,165489946,2026-06-30,2026-08-14,-32,Current,333.6,333.6,0.0,karen.bie@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV847360,165716542,2026-07-06,2026-08-20,-38,Current,133.44,133.44,0.0,karen.bie@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133800 Whole Foods Market PN - Bridgeport BRD,Invoice [AR INVOICE],INV847900,165928512,2026-07-13,2026-08-27,-45,Current,66.72,66.72,0.0,karen.bie@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133850 Whole Foods Market PN: Chambers Bay CHB,Invoice [AR INVOICE],INV821256,156618409,2025-09-30,2025-11-14,241,91+,56.71,56.71,0.0,jeremy.mills@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133850 Whole Foods Market PN: Chambers Bay CHB,Invoice [AR INVOICE],INV846035,165129202,2026-06-18,2026-08-02,-20,Current,200.16,200.16,0.0,jeremy.mills@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133850 Whole Foods Market PN: Chambers Bay CHB,Invoice [AR INVOICE],INV846870,165349684,2026-06-26,2026-08-10,-28,Current,541.8,541.8,0.0,jeremy.mills@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133850 Whole Foods Market PN: Chambers Bay CHB,Invoice [AR INVOICE],INV847295,165568343,2026-07-02,2026-08-16,-34,Current,133.44,133.44,0.0,jeremy.mills@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133900 Whole Foods Market PN: Eugene EUG,Invoice [AR INVOICE],INV844822,164409312,2026-06-04,2026-07-19,-6,Current,270.9,270.9,0.0,travis.volpe@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133900 Whole Foods Market PN: Eugene EUG,Invoice [AR INVOICE],INV845303,164890289,2026-06-10,2026-07-25,-12,Current,200.16,200.16,0.0,travis.volpe@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133900 Whole Foods Market PN: Eugene EUG,Invoice [AR INVOICE],INV846824,165278740,2026-06-26,2026-08-10,-28,Current,133.44,133.44,0.0,travis.volpe@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133900 Whole Foods Market PN: Eugene EUG,Invoice [AR INVOICE],INV846861,165430672,2026-06-26,2026-08-10,-28,Current,66.72,66.72,0.0,travis.volpe@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV827546,306344576,2025-12-03,2026-01-17,177,91+,143.55,143.55,0.0,Product.AP@wholefoods.com,,Grocery Direct,POET Void fill,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV844899,164375223,2026-06-04,2026-07-19,-6,Current,158.44,158.44,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV845950,165105905,2026-06-17,2026-08-01,-19,Current,333.6,333.6,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV846737,165327125,2026-06-25,2026-08-09,-27,Current,467.04,467.04,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV847305,165551466,2026-07-02,2026-08-16,-34,Current,137.46,137.46,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP133950 Whole Foods Market PN - Fremont FMT,Invoice [AR INVOICE],INV847590,165768208,2026-07-08,2026-08-22,-40,Current,137.46,137.46,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134000 Whole Foods Market PN: Greenway GNW,Invoice [AR INVOICE],INV826163,158230168,2025-11-18,2026-01-02,192,91+,135.99,30.33,105.66000000000001,sarah.riedel@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134000 Whole Foods Market PN: Greenway GNW,Invoice [AR INVOICE],INV827542,158645334,2025-12-03,2026-01-17,177,91+,62.94,62.94,0.0,sarah.riedel@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134000 Whole Foods Market PN: Greenway GNW,Invoice [AR INVOICE],INV846782,165355455,2026-06-25,2026-08-09,-27,Current,91.72,91.72,0.0,sarah.riedel@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134000 Whole Foods Market PN: Greenway GNW,Invoice [AR INVOICE],INV847859,165796254,2026-07-10,2026-08-24,-42,Current,158.44,158.44,0.0,sarah.riedel@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV827525,158644449,2025-12-03,2026-01-17,177,91+,62.94,62.94,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV831484,159493618,2026-01-15,2026-03-01,134,91+,200.16,200.16,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV835504,161229986,2026-03-02,2026-04-16,88,61-90,91.72,25.0,66.72,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV846027,165139686,2026-06-18,2026-08-02,-20,Current,400.32,400.32,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV846029,165139688,2026-06-18,2026-08-02,-20,Current,467.04,467.04,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV846789,165355428,2026-06-25,2026-08-09,-27,Current,533.76,533.76,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV847083,165580084,2026-06-30,2026-08-14,-32,Current,291.88,291.88,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134050 Whole Foods Market PN: Hollywood HWD 10243,Invoice [AR INVOICE],INV847860,165796604,2026-07-10,2026-08-24,-42,Current,66.72,66.72,0.0,,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV808440,153604949,2025-07-01,2025-08-15,332,91+,62.94,62.94,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV831814,160111561,2026-01-20,2026-03-06,129,91+,66.72,3.78,62.94,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV835368,160753395,2026-02-26,2026-04-12,92,91+,471.06,471.06,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV846096,165132005,2026-06-18,2026-08-02,-20,Current,266.88,266.88,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV846836,165349622,2026-06-26,2026-08-10,-28,Current,333.6,333.6,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV847298,165573905,2026-07-02,2026-08-16,-34,Current,200.16,200.16,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134100 Whole Foods Market PN - Interbay INT,Invoice [AR INVOICE],INV847812,165791926,2026-07-10,2026-08-24,-42,Current,133.44,133.44,0.0,michael.spix@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134150 Whole Foods Market PN: Laurelhurst LLH,Invoice [AR INVOICE],INV827480,306342056,2025-12-03,2026-01-17,177,91+,73.05,73.05,0.0,forrest.graham@wholefoods.com,,Grocery Direct,POET order void vill,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134150 Whole Foods Market PN: Laurelhurst LLH,Invoice [AR INVOICE],INV827514,158635919,2025-12-03,2026-01-17,177,91+,125.88,125.88,0.0,forrest.graham@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134150 Whole Foods Market PN: Laurelhurst LLH,Invoice [AR INVOICE],INV846783,165350397,2026-06-25,2026-08-09,-27,Current,533.76,533.76,0.0,forrest.graham@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134200 Whole Foods Market PN - Lynnwood LNW,Invoice [AR INVOICE],INV844826,164409508,2026-06-04,2026-07-19,-6,Current,204.18,204.18,0.0,avalon.zanoni@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134200 Whole Foods Market PN - Lynnwood LNW,Invoice [AR INVOICE],INV846830,165352775,2026-06-26,2026-08-10,-28,Current,133.44,133.44,0.0,avalon.zanoni@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134200 Whole Foods Market PN - Lynnwood LNW,Invoice [AR INVOICE],INV847193,165576758,2026-07-01,2026-08-15,-33,Current,133.44,133.44,0.0,avalon.zanoni@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134200 Whole Foods Market PN - Lynnwood LNW,Invoice [AR INVOICE],INV847853,165791920,2026-07-10,2026-08-24,-42,Current,66.72,66.72,0.0,avalon.zanoni@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Invoice [AR INVOICE],INV820444,306330532,2025-09-23,2025-11-07,248,91+,76.82,76.82,0.0,maady.dampha@wholefoods.com,,Grocery Direct,POET order ROC Peru,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Invoice [AR INVOICE],INV826929,158451561,2025-11-25,2026-01-09,185,91+,73.05,10.11,62.94,maady.dampha@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Chargeback,INV836796,INV833307,2026-03-09,2026-04-23,81,61-90,28.78,28.78,0.0,maady.dampha@wholefoods.com,,Grocery Direct,Shortage,Net 45,Kristen Springer,Shortage,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Invoice [AR INVOICE],INV846020,165131624,2026-06-18,2026-08-02,-20,Current,91.72,91.72,0.0,maady.dampha@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Invoice [AR INVOICE],INV846771,165351659,2026-06-25,2026-08-09,-27,Current,425.32,425.32,0.0,maady.dampha@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134300 Whole Foods Market PN: Portland PRT,Invoice [AR INVOICE],INV847858,165792108,2026-07-10,2026-08-24,-42,Current,133.44,133.44,0.0,maady.dampha@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134350 Whole Foods Market PN - Redmond RMD,Invoice [AR INVOICE],INV827562,158636933,2025-12-04,2026-01-18,176,91+,62.94,62.94,0.0,Product.AP@wholefoods.com,national.ap@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134350 Whole Foods Market PN - Redmond RMD,Invoice [AR INVOICE],INV845556,164921578,2026-06-12,2026-07-27,-14,Current,204.18,204.18,0.0,Product.AP@wholefoods.com,national.ap@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134350 Whole Foods Market PN - Redmond RMD,Invoice [AR INVOICE],INV846104,165162070,2026-06-18,2026-08-02,-20,Current,270.9,270.9,0.0,Product.AP@wholefoods.com,national.ap@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134350 Whole Foods Market PN - Redmond RMD,Invoice [AR INVOICE],INV847699,165824470,2026-07-09,2026-08-23,-41,Current,400.32,400.32,0.0,Product.AP@wholefoods.com,national.ap@wholefoods.com,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134400 Whole Foods Market PN: Roosevelt Square RSQ,Chargeback,INV836797,INV833301,2026-03-09,2026-04-23,81,61-90,74.28,74.28,0.0,michele.kastle@wholefoods.com,,Grocery Direct,Shortage,Net 45,Kristen Springer,Shortage,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134400 Whole Foods Market PN: Roosevelt Square RSQ,Invoice [AR INVOICE],INV846032,165127238,2026-06-18,2026-08-02,-20,Current,266.88,266.88,0.0,michele.kastle@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134400 Whole Foods Market PN: Roosevelt Square RSQ,Invoice [AR INVOICE],INV846825,165346117,2026-06-26,2026-08-10,-28,Current,400.32,400.32,0.0,michele.kastle@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134400 Whole Foods Market PN: Roosevelt Square RSQ,Invoice [AR INVOICE],INV847084,165575302,2026-06-30,2026-08-14,-32,Current,266.88,266.88,0.0,michele.kastle@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134400 Whole Foods Market PN: Roosevelt Square RSQ,Invoice [AR INVOICE],INV847852,165792059,2026-07-10,2026-08-24,-42,Current,133.44,133.44,0.0,michele.kastle@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134500 Whole Foods Market PN: Tanasbourne TAN,Invoice [AR INVOICE],INV821155,15678,2025-09-25,2025-11-09,246,91+,35.8,35.8,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Whole Foods Market PNW,Whole Foods Market PNW,CP133600 Whole Foods Market PNW:CP134500 Whole Foods Market PN: Tanasbourne TAN,Invoice [AR INVOICE],INV846847,165356103,2026-06-26,2026-08-10,-28,Current,200.16,200.16,0.0,Product.AP@wholefoods.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
